Username,Tweet,Timestamp,Processed_Tweet,Dominant_Topic
@Aish391,"Jay Shah ke ICC chairman banne ke bad to lg rha India ""Cheat Code"" leke khel rhi h 

#ChampionsTrophy2025 
#India #ChampionsTrophyFinal 
#justforfun",2025-03-10T04:37:32.000Z,jay shah icc chairman banne bad rha india cheat code leke khel rhi,0
@narpat_rat18280,"ॐ नमः पार्वती पतये, हर-हर महादेव...
#हर_हर_महादेव_शिव_शंभू_ॐ 
#ChampionsTrophy2025",2025-03-10T04:25:56.000Z,परवत पतय हरहर महदव दव_शव_शभ_ॐ,4
@UPTakOfficial,"चैंपियंस ट्रॉफी जीतने के बाद जब मोहम्मद शमी ने अपनी मां को विराट से मिलवाया तो किंग कोहली ने जो किया, देख दिल खुश हो जाएगा
#Cricket  #ChampionsTrophy2025  #ChampionsTrophy  #ViratKohli  #MohammedShami",2025-03-10T04:27:06.000Z,चपयस टरफ जतन महममद अपन वरट मलवय कहल जएग,3
@unique_forgings,"That feeling of pride! India, crowned champions! Let's flood the comments with our loudest celebrations. 

What a team!

#UniqueForgings #India2025 #HistoryMade #IndiaLiftsTheCup #Champions #TeamIndia #ChampionsTrophy #RohitSharma #INDvsNZ #ChampionsTrophy2025",2025-03-10T04:26:15.000Z,feeling pride india crowned champion let flood comment loudest celebration team,3
@cricket_news_33,"Jatin Sapru interviewing Virat Kohli.

#ChampionsTrophy2025 #RohitSharma𓃵 #ChampionsTrophy",2025-03-10T04:30:15.000Z,jatin sapru interviewing virat kohli,0
@bharatbhuiyan08,"CONGRATULATIONS 
INDIAAAA
INDIA


#ChampionsTrophy2025
#indvsnzfinal 
#indiancricket",2025-03-10T04:42:09.000Z,congratulation indiaaaa india,1
@FirstpostSports,"A fresh controversy has erupted over #ChampionsTrophy2025 after no Pakistan representative was seen at the presentation ceremony.

Pakistani journalists have questioned the ICC over the 'snub'.",2025-03-10T04:26:12.000Z,fresh controversy erupted pakistan representative seen presentation ceremony pakistani journalist questioned icc snub,4
@MESSIXCR777,"Aura 
#HardikPandya #ChampionsTrophy2025",2025-03-10T04:41:22.000Z,aura,3
@Anilcherukara,"Congratulations, Team India 
ICC #ChampionsTrophy2025 well played and deserved win 

There is a strong belief that Panauti and Tadipar did not go to watch the match and that is the real fact behind #TeamIndia ‘s victory in #ChampionsTrophy",2025-03-10T04:29:31.000Z,congratulation team india icc well played deserved win strong belief panauti tadipar watch match real fact behind victory,0
@WorldRareImages,"Spin..
#MondayMotivation #ChampionsTrophy2025 #RohitSharma𓃵 #INDvsNZ #ChampionsTrophy #indvsnzfinal
#iccchampionstrophy2025",2025-03-10T04:38:22.000Z,spin,4
@nakkheeranweb,"12 ஆண்டுகளுக்குப் பிறகு சாம்பியன்ஸ் டிராஃபியை கைப்பற்றியது இந்திய அணி!

#ChampionsTrophy2025 #TeamIndia #Nakkheeran",2025-03-10T04:30:20.000Z,ஆணடகளககப பறக சமபயனஸ டரஃபய கபபறறயத இநதய,4
@bhowmick_rounak," hosted the #ChampionsTrophy2025 and  cooked !!!! Daammmnnnnnn … that’s brutal … and on top of it .. the hosts were washed out within 4 days of the tournament …. 
Well played #MenInBlue 
@BCCI
 
#IndiaVsNewZealand #ChampionsTrophyFinal",2025-03-10T04:41:42.000Z,hosted cooked daammmnnnnnn thats brutal top host washed within day tournament well played,3
@ankit_awasthy,"@ImRo45
 Congratulations Bhai aapne brahmino ka name raushan kar diya 
#RohitSharma 
#WeProudRohitSharma 
#ChampionsTrophy2025 
#ChampionsTrophy",2025-03-10T04:36:18.000Z,congratulation bhai aapne brahmino name raushan kar diya,1
@drshravanosian,"बधाई टीम इंडिया 
भारतीय क्रिकेट टीम ने न्यूजीलैंड को हराकर चैंपियंस ट्रॉफी जीत ली है। टीम इंडिया के शानदार प्रदर्शन से हर देशवासी गौरवान्वित है।
#ChampionsTrophy2025 #indiakaapna5g",2025-03-10T04:42:59.000Z,बधई इडय भरतय करकट नयजलड हरकर चपयस टरफ इडय शनदर परदरशन दशवस गरवनवत,0
@A1_abhinv,Day 19 and still waiting for the issue to be resolved. #ChampionsTrophy2025 is over but my query is still not processed. #pizzascam,2025-03-10T04:43:53.000Z,day still waiting issue resolved query still processed,2
@sur_turaga,Congratulations Team India on winning #ChampionsTrophy2025,2025-03-10T04:26:36.000Z,congratulation team india winning,1
@AlibinlulikaBap,"Hema singh logo se muh kala karwati hai aur logo ki raat rangin krti hai 
@razi_haider
 @vikrantgupta73
 
#ChampionsTrophy2025 #ChampionsTrophy",2025-03-10T04:28:04.000Z,hema singh logo muh kala karwati hai aur logo raat rangin krti hai,3
@GammerSing,#ChampionsTrophy2025,2025-03-10T04:37:00.000Z,,-1
@nareshbabu53542,"#ChampionsTrophy2025 
Congratulations team india ",2025-03-10T04:38:40.000Z,congratulation team india,1
@sid_sarcasticas,"Thank you, Team India, for inspiring a generation! 
The way you fight, the way you win—pure motivation. One day, I’ll make India proud too.  #Inspiration #Champions #ChampionsTrophy2025 #RoKo #ViratKohli𓃵  #RohitSharma𓃵",2025-03-10T04:28:24.000Z,thank team india inspiring generation way fight way winpure motivation one day ill make india proud,2
@AdmirersPspk,"Rest is History 
4 ICC tournaments finals
2 ICC Champions 
#RohitSharma𓃵 #ChampionsTrophy2025 #T20WorldCup2024",2025-03-10T04:28:32.000Z,rest history icc tournament final icc champion,4
@Over_and_out1,"Mom's love, pure bliss! 
#ChampionsTrophy2025",2025-03-10T04:44:07.000Z,mom love pure bliss,1
@KumarShail794,"Indians: It’s a boring match

NZ:
#indvsnzfinal #ChampionsTrophy2025",2025-03-10T04:36:43.000Z,indian boring match,0
@savenat02102683,"#LIVE | इंडिया की जीत का जश्न..क्यों मस्जिद के बाहर जंग?

टीम इंडिया 'चैंपियन'...किसे नापसंद...किसको जलन?

#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy2025 #ICCChampionsTrophy #TeamIndia #ViratKohli #RohitSharma",2025-03-10T04:30:57.000Z,इडय जशनकय मसजद बहर इडय चपयनकस नपसदकसक जलन,1
@FanBoyOfAK_,"#ViratKohli Kissing The Champions Trophy In The Dressing Room 

#INDvNZ | #ChampionsTrophy2025 | #Final | 
@imVkohli",2025-03-10T04:40:01.000Z,kissing champion trophy dressing room,3
@BJP4Andhra,"కాంగ్రెస్ రోహిత్‌ను అపహాస్యం చేసి, అతని శరీరాకృతిని కూడా విమర్శించింది. రోహిత్ శర్మ తన కెప్టెన్సీలో 9 నెలల్లో భారత్‌ను రెండుసార్లు ఛాంపియన్‌గా నిలిపాడు!

#ChampionsTrophy2025 #RohitSharma #Scamgress #TeamIndia #INDvsNZ",2025-03-10T04:31:20.000Z,కగరస రహతన అపహసయ అతన శరరకతన వమరశచద రహత శరమ కపటనసల నలలల భరతన రడసరల ఛపయనగ నలపడ,4
@JoyshreeChetia,"Close to my heart 

#ChampionsTrophy2025 #India #Champions #ManInBlue #IndianCricket",2025-03-10T04:33:02.000Z,close heart,0
@Nek16207336,"भारत की जीत का जश्न भारत में नहीं तो क्या पाकिस्तान में मनाएंगे अभी भी भारत में कुछ पाकिस्तान की सोच के लोग अपना पाकिस्तान बनाने की फिराक में हैं कृपया इसको संज्ञान में लें
@DrMohanYadav51
 
@MPPoliceDeptt
 
@VHPDigital
 
@AmitShah
 
#ChampionsTrophy2025",2025-03-10T04:25:59.000Z,भरत जशन भरत पकसतन मनएग भरत पकसतन अपन पकसतन बनन फरक कपय इसक सजञन,2
@PopUpMediaIndia,"Cricket: India edge out New Zealand by 4 wickets to win Champions Trophy 2025. Here's more
https://instagram.com/reel/DHAVAXZNd9A/?igsh=eXJ3OGI0bno4OWpq…

#Popupmedia #indvsnzfinal #latestnews #ChampionsTrophy2025",2025-03-10T04:35:56.000Z,cricket india edge new zealand wicket win champion trophy 2025 here,1
@bbcnewstelugu,"ప్రపంచకప్ ఓటమి తరువాత రోహిత్ సేన ఎలా పుంజుకుంది? టీ20 వరల్డ్‌కప్ విజయపరంపరను చాంపియన్స్ ట్రోఫీలోకి ఎలా తేగలిగింది? 
#ChampionsTrophy2025 #TeamIndia #cricket #rohitsharma",2025-03-10T04:29:02.000Z,పరపచకప ఓటమ తరవత రహత పజకద ట20 వరలడకప వజయపరపరన చపయనస టరఫలక తగలగద,3
@Velonie02,"RO - HIT - SHARMA 
#ChampionsTrophy2025 #ChampionsTrophy #sstvi #ChampionsTrophyFinal #RohitSharma𓃵",2025-03-10T04:31:52.000Z,hit sharma,2
@RajanPaswan26,#ChampionsTrophy2025 #RohitSharma𓃵,2025-03-10T04:38:02.000Z,,-1
@Sheku_Deals,"Oneplus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery,Water Resistant (Magico Black)

#earphones #ChampionsTrophy2025 #ChampionsTrophy #shekudeals #AmazonDeals",2025-03-10T04:38:33.000Z,oneplus bullet bluetooth wireless ear earphone mic bombastic bass 124 driver min charge music batterywater resistant magico black,3
@hibabukhari38,"Pakistan's economy is stabilizing, but PTI continues its false propaganda—the same party that pushed the country to the brink of bankruptcy. No letters come in or go out of Adiala Jail, yet fake narratives are being fabricated.
#sstvi #ChampionsTrophy2025 #ChampionsTrophy",2025-03-10T04:37:01.000Z,pakistan economy stabilizing pti continues false propagandathe party pushed country brink bankruptcy letter come adiala jail yet fake narrative fabricated,1
@exmuslimsadiq,"#Muslims Attacked #Hindus in #Mhow Indore for just celebrating the India's win in #ChampionsTrophy2025 , #Muslims were #Depressed taking the win of #India so they attacked #Hindus .
Heavy deployment of #Forces to normal down the situation. 
@DrMohanYadav51
 
@SureshChavhanke",2025-03-10T04:38:16.000Z,attacked indore celebrating india win taking win attacked heavy deployment normal situation,2
@acecapitalent,".
.
#Nifty50 #stockmarket #ChampionsTrophy2025 #ChampionsTrophy #india #trading #StocksToBuy",2025-03-10T04:31:54.000Z,,-1
@airnews_Chennai,"𝗖. 𝗛. 𝗔. 𝗠. 𝗣. 𝗜. 𝗢. 𝗡. 𝗦!   

#ChampionsTrophy2025 ||

சாம்பியன்ஸ் கிரிக்கெட் கோப்பையை #India வென்றது... 

#ChampionsTrophy2025 | #TeamIndia | #INDvNZ | #ChampionsTrophyFinal
@ICC
 | 
@BCCI",2025-03-10T04:42:31.000Z,சமபயனஸ கரககட கபபய வனறத,3
@TrollKingsOffcl,"ഇങ്ങേരിത് 

#RohitSharma #Rohit #indvnz #INDvsNZ #ChampionsTrophy #ChampionsTrophy2025",2025-03-10T04:42:04.000Z,ഇങങരത,0
@VikashJ13660845,"BEST MOMENT FOR INDIA  

#ChampionsTrophy2025",2025-03-10T04:33:36.000Z,best moment india,1
@jmdnewsflash,"वनडे क्रिकेट से संन्यास की अटकलों को लेकर रोहित शर्मा ने किया बड़ा ऐलान, कहा- 'मैं वनडे से संन्यास नहीं ले रहा, कृपया अफवाह न फैलाएं।'
@ImRo45
 #onedaycup #RohitSharma #ChampionsTrophy2025 #INDvsNZ #RohitSharma",2025-03-10T04:28:21.000Z,वनड करकट सनयस अटकल लकर रहत शरम ऐलन वनड सनयस कपय अफवह फलए,2
@timelesscricket,"#KLRahul  the calm contender for every situation for #India , trolled mercilessly during the world-cup campaign in india, has come back like a true champion in the #ChampionsTrophy2025 , call him a finisher or how ever you like, he suits every role he's been offered",2025-03-10T04:43:34.000Z,calm contender every situation trolled mercilessly worldcup campaign india come back like true champion call finisher ever like suit every role offered,4
@teenagers50,"#TeamIndia have lost only one match in their last 3 ICC events!
Champions for a reason!
#ChampionsTrophy2025 | #TeamIndia",2025-03-10T04:43:02.000Z,lost one match last icc event champion reason,4
@MSherwani1,"لنٹانا کی جڑ کو ختم کرنے کا آسان اور مؤثر دیسی طریقہ – سرکہ اور نمک کا استعمال کریں، بغیر کسی نقصان کے قدرتی حل!
#ChampionsTrophy #ChampionsTrophy2025 #sstvi #LaCasaDelLosFamosoCol #BBMzansiumililo #BBMzansiumililo #LYKN #ChampionsTrophyFinal #حساب_المواطن #SUGA #RohitSharma𓃵",2025-03-10T04:44:03.000Z,لنٹانا ختم کرنے آسان اور مؤثر دیسی طریقہ سرکہ اور نمک استعمال کریں بغیر کسی نقصان قدرتی,2
@BatmanKumaru,"Why Axar at No.5 before KL,
Why 4 spinners,
Why not select Siraj,
Why Arshdeep in not playing 11..
Blah blah blah.........
For all this question GG & Rohit simply answered with the trophy 
#ChampionsTrophy 
#ChampionsTrophy2025 
#ChampionsTrophyFinal",2025-03-10T04:30:43.000Z,axar no5 spinner select siraj arshdeep playing blah blah blah question rohit simply answered trophy,2
@SatzStar,"Congress National Spokesperson Shama Mohamed after watching Rohit Sharma leading India to Champions Trophy victory. !!!

#ShamaMohamed #shamamohammad #RohitSharma𓃵 #CongressKaBaapRohit #CongressKaBaapRohitsharma #ChampionsTrophy2025 #ChampionsTrophyFinal",2025-03-10T04:27:04.000Z,congress national spokesperson shama mohamed watching rohit sharma leading india champion trophy victory,1
@Khaleesi99999,"बाकी ये अच्छा है तुम 3% ब्राह्मणों का, जब मुसलमानों का विरोध करना हो तुम हिंदू, जब 85% scstobc का विरोध करना हो तब सवर्ण, जनरल और जब क्रेडिट लेना हो या कुछ फायदा लेना हो तब 3% ब्राह्मण. अच्छा है चलने दो.
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #indvsnzfinal",2025-03-10T04:29:20.000Z,अचछ बरहमण मसलमन वरध करन scstobc वरध करन सवरण जनरल करडट फयद बरहमण अचछ चलन,2
@mizoEnglish,"I really really enjoyed myself yesterday.

#春から東大
#ChampionsTrophy2025 
#SUGA",2025-03-10T04:27:42.000Z,really really enjoyed yesterday,2
@ZeeNews,"इंडिया की जीत के नारे, पत्थर क्यों मारे ?
दंगा गैंग की नफरत के 10 सबूत
इंदौर के बवालियों को पहचानिए LIVE

Zee News पर फायरब्रांड डिबेट LIVE 
@ramm_sharma
 

#TeamIndia #ChampionsTrophy2025 #IndoreClash | #ZeeNews",2025-03-10T04:30:58.000Z,इडय पतथर नफरत सबत इदर बवलय पहचनए live zee news फयरबरड डबट live,2
@wa_mtu47630,"Sasa our employers will start heckling us na hata wao wanaona tu
#ChampionsTrophy2025",2025-03-10T04:33:54.000Z,sasa employer start heckling hata wao wanaona,1
@ietrending,"Sunil Gavaskar celebrates India’s Champions Trophy win with child-like dance: ‘What a fit guy’. Watch

#viral #ViralVideos #SunilGavaskar #ChampionsTrophy2025",2025-03-10T04:40:35.000Z,sunil gavaskar celebrates india champion trophy win childlike dance fit guy watch,1
@speaktostar,"सफलता का कोई छोटा रास्ता नहीं होता, परिश्रम ही सफलता की कुंजी है। #ChampionsTrophy2025 #RohitSharma𓃵",2025-03-10T04:42:46.000Z,सफलत रसत परशरम सफलत,0
@savenat02102683,"#LIVE | इंडिया की जीत का जश्न..क्यों मस्जिद के बाहर जंग?

टीम इंडिया 'चैंपियन'...किसे नापसंद...किसको जलन?

#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy2025 #ICCChampionsTrophy #TeamIndia #ViratKohli #RohitSharma",2025-03-10T04:30:54.000Z,इडय जशनकय मसजद बहर इडय चपयनकस नपसदकसक जलन,1
@Prakashx18,"RO-KO  
#ChampionsTrophy2025",2025-03-10T04:42:42.000Z,roko,0
@DevilGodjila,"#ChampionsTrophy2025 
#TeamIndia 
#ChampionsTrophyFinal 
Congratulations TEAM INDIA",2025-03-10T04:31:34.000Z,congratulation team india,1
@BattaKashmiri,"The Winning Shot  

#ChampionsTrophy2025 
#INDvNZ",2025-03-10T04:25:29.000Z,winning shot,2
@ajinkya_rt,"Rohit Kuldeep 
.
.
#kuldeepyadav #RohitSharma𓃵 #ChampionsTrophy2025 #indvsnzfinal #INDvNZFinal #NewZealand #India",2025-03-10T04:26:33.000Z,rohit kuldeep,3
@MESSIXCR777,"Finally Kl Rahul has an ICC Trophy 
#ChampionsTrophy2025 #KlRahul",2025-03-10T04:31:19.000Z,finally rahul icc trophy,4
@SatyaPande42990,"#ChampionsTrophy2025
#ChampionsTrophy 
#sstvi 
#LaCasaDelLosFamosoCol 
#ChampionsTrophyFinal",2025-03-10T04:35:55.000Z,,-1
@StarSportsIndia,"Dominance level  RO-KO! 

#ChampionsTrophyOnJioStar #INDvNZ #ChampionsTrophy2025",2025-03-10T04:30:01.000Z,dominance level roko,0
@TheAllr0under,"Shubman Gill's father doing Bhangra with Rishabh Pant. 

#ChampionsTrophy2025 #TeamIndia",2025-03-10T04:41:16.000Z,shubman gill father bhangra rishabh pant,3
@iamsuds98,"Shreyas Iyer won the Champions Trophy as the highest run getter for team India 
#ChampionsTrophy2025",2025-03-10T04:35:15.000Z,shreyas iyer champion trophy highest run getter team india,1
@TheGreatIn53371,#ChampionsTrophy2025 #ChampionsTrophy #India,2025-03-10T04:35:35.000Z,,-1
@MukeeDaa,"Champion  trophy  2025
#ChampionsTrophy 
#ChampionsTrophy2025 
#HardikPandya 
#RoKo",2025-03-10T04:38:11.000Z,champion trophy 2025,1
@abpnadu,"சாம்பியன்ஸ் டிராபியை வென்ற இந்தியா - முகமது ஷமியின் தாய் காலில் விழுந்து ஆசிப்பெற்ற விராட் கோலி!

#INDvNZ #NZvIND #MohammedShami #Shami  #viratkolhi #ChampionsTrophy2025 #ChampionsTrophy #CT2025 #ChampionsTrophyFinal #ABPNadu",2025-03-10T04:26:14.000Z,சமபயனஸ டரபய வனற இநதய மகமத ஷமயன கலல வழநத ஆசபபறற வரட,2
@08anujmishra,"Congratulations to Team India on clinching a stunning victory in the ICC #ChampionsTrophy2025. Your fiery energy and unassailable dominance on the pitch made the nation proud, setting a new benchmark for cricketing excellence.

May you always come off with flying colors.",2025-03-10T04:27:22.000Z,congratulation team india clinching stunning victory icc fiery energy unassailable dominance pitch made nation proud setting new benchmark cricketing excellence may always come flying color,1
@DeepaG634501,"Ab in logon par daya ata h  

#ChampionsTrophy2025 
#cha",2025-03-10T04:31:14.000Z,logon par daya ata,4
@DHIMAN_HJKS,"जब देश का मुखिया एनर्जेटिक होता है तो देश के लोग भी एनर्जी से भरे होते हैं. 
#ChampionsTrophy2025 
#narendramodiji",2025-03-10T04:42:30.000Z,मखय एनरजटक एनरज,1
@satish_kumar_43,"रोहित शर्मा ने केक काटा 

ओर जीत का जश्न मनाया 

#ChampionsTrophy2025 
#INDvsNZ",2025-03-10T04:41:43.000Z,रहत शरम जशन मनय,3
@NeerajRoyKumar,#ChampionsTrophy2025,2025-03-10T04:38:00.000Z,,-1
@UgramYoddha,"चैंपियंस ट्रॉफी में भारत की जीत का जश्न मना रहे थे लोग, अल्लाह-हू-अकबर चिल्लाती भीड़ ने कर दिया हमला: महू में आगजनी-पत्थरबाजी के बाद बुलानी पड़ी सेना. https://hindi.opindia.com/?p=1168105
#Indore #ChampionsTrophy #ChampionsTrophy2025",2025-03-10T04:28:16.000Z,चपयस टरफ भरत जशन अललहहअकबर चललत हमल आगजनपतथरबज बलन,1
@Akhil1305_v,"""one of the greats of the modern game..virat kohli""
#ViratKohli𓃵
#ChampionsTrophy2025",2025-03-10T04:43:26.000Z,one great modern gamevirat kohli,4
@IshaAnnaNagar1,"Remarkable victory by Team Bharat to win the ICC #ChampionsTrophy2025! Third-time champions! The nation is celebrating resilience, skill, and commitment. A proud moment for India and all cricket lovers worldwide! ",2025-03-10T04:27:51.000Z,remarkable victory team bharat win icc thirdtime champion nation celebrating resilience skill commitment proud moment india cricket lover worldwide,1
@PLforIndia,"Same energy 
Hardik Pandya  Bruno Fernandes

#ChampionsTrophy2025 #INDvsNZ",2025-03-10T04:30:04.000Z,energy hardik pandya bruno fernandes,1
@dnsnews24,"जिस दिन से चला हूँ मेरी मंज़िल पे नज़र है, इन आँखों ने कभी मील का पत्थर नहीं देखा’-बशीर बद्र #INDvsNZ #ChampionsTrophy2025",2025-03-10T04:31:31.000Z,मजल नजर पतथर दखबशर बदर,4
@AlibinlulikaBap,"Axar patel should groom as a batter 
Give him a chance at no 3 or 4 in bilateral to express their potential #ChampionsTrophy2025 #ChampionsTrophy 
Unsung hero 
@vikrantgupta73",2025-03-10T04:30:25.000Z,axar patel groom batter give chance bilateral express potential unsung hero,2
@ndtvindia,"जीत के जश्न पर पुलिस का डंडा!

चैंपियंस ट्रॉफी 2025 में भारत की जीत के बाद देशभर में जश्न मना, लेकिन तेलंगाना से लाठीचार्ज का वीडियो सामने आया.

#ChampionsTrophy2025 | #India | #Telangana",2025-03-10T04:27:59.000Z,जशन पलस चपयस टरफ 2025 भरत दशभर जशन लकन तलगन लठचरज वडय समन,4
@Mustang_solana,"If you support  me I support you $BOI 

COMMENT = COMMENT 
LIKE = LIKE 
RT = RT
@Boithebear
Comment for good newzzzz

IS THAT SIMPLE ",2025-03-10T04:26:32.000Z,support support boi comment comment like like comment good newzzzz simple,1
@jodhpurwale,"Fat Rohit Sharma as captain 
-Age : 37 years 
-ICC trophy wins : 02

Fit Rahul Gandhi as captain 
-Age : 54 years
-Loksabha election win : Zero
#ChampionsTrophy2025 #महादेवशिव #RohitSharma #StopAurangzeb #PKMKBForever #PKMKB #ChampionsTrophy2025 #StupidMoment #Dhanashree #INDvsNZ",2025-03-10T04:36:17.000Z,fat rohit sharma captain age year icc trophy win fit rahul gandhi captain age year loksabha election win zero दवशव,1
@ibn_e_yousuf_,"""نہ پتھر اٹھا کر پہاڑوں پر چڑھے نہ ٹریننگ فوج سے لی،
محنت اور لگن سے کھیلیں چمپئین بنے۔""

اپنے عوام کو خوشی کیسے دیتے ہیں یہ کوئی انڈین ٹیم سے پوچھے۔ بہت اچھا کھیلے بہت مبارک ہو پڑوسیوں.

#ChampionsTrophy2025
champions trophy 2025",2025-03-10T04:28:05.000Z,پتھر اٹھا پہاڑوں چڑھے ٹریننگ فوج محنت اور لگن کھیلیں چمپئین بنے اپنے عوام خوشی کیسے دیتے ہیں کوئی انڈین ٹیم پوچھے بہت اچھا کھیلے بہت مبارک پڑوسیوں champion trophy 2025,4
@ShubhamBalyian,If people doubt you come back stronger than before KL and Hardik is the best example of unbelievable comeback they do what they can now their haters appreciate their work and attitude towards their work #ChampionsTrophy2025,2025-03-10T04:35:07.000Z,people doubt come back stronger hardik best example unbelievable comeback hater appreciate work attitude towards work,0
@ChakrInnovation,"Champions rise, and India shines once again!  India conquers the ICC Champions Trophy 2025, defeating New Zealand by 4 wickets to claim their third title! 

#ChampionsTrophy2025 #IndiaWins #ChampionSpirit #Cricket #VictoryRoars #ICC #BCCI #Wellplayed #India",2025-03-10T04:34:19.000Z,champion rise india shine india conquers icc champion trophy 2025 defeating new zealand wicket claim third title,1
@CNNnews18,"Yuzvendra Chahal spotted watching Champions Trophy final with RJ Mahvash sparking dating rumours 

#ChampionsTrophy2025 #ChampionsTrophy #yuzvendrachahal #chahal #RJMahvash",2025-03-10T04:39:18.000Z,yuzvendra chahal spotted watching champion trophy final mahvash sparking dating rumour,4
@News1IndiaTweet,"#ChampionsTrophy 

New Zealand के रचिन रविंद्र ने जीता मैन ऑफ द टूर्नामेंट अवॉर्ड

#ChampionsTrophy2025 | #INDvsNZ | #RohitSharma #ViratKohli | #ChampionsTrophy | #RachinRavindra #ChampionsTrophyFinal | #ManOfTheTournament
 
INDIA WON | ViratKohli | टीम इंडिया | भारतीय क्रिकेट",2025-03-10T04:28:18.000Z,new zealand रचन रवदर टरनमट अवरड india viratkohli इडय भरतय करकट,2
@drsurendrajar,Shama’s shamelessness amid the #ChampionsTrophy2025,2025-03-10T04:28:47.000Z,shamas shamelessness amid,4
@Cosmos_Siliguri," CHAMPIONS! 
Congratulations Team India on a spectacular victory in the ICC Champions Trophy 2025! 
A moment of pride for every cricket fan! 
#TeamIndia #ChampionsTrophy2025 #Victory",2025-03-10T04:41:44.000Z,champion congratulation team india spectacular victory icc champion trophy 2025 moment pride every cricket fan,1
@polarity24,"Another jewel added to the ... A well deserving and long awaited victory for the Indian Mens National Cricket Team 
Every player had some contribution for the victory in one or the other match...
CONGRATULATIONS 
#ChampionsTrophy2025 
#indvsnzfinal 
#ChampionsTrophyFinal",2025-03-10T04:28:40.000Z,another jewel added well deserving long awaited victory indian men national cricket team every player contribution victory one match congratulation,3
@Just_aotherguy,"Pakistani and Haters After Watching This  
#indvsnzfinal #ChampionsTrophy2025 #RohitSharma𓃵",2025-03-10T04:29:03.000Z,pakistani hater watching,1
@mohneou,"You will never see a Palestinian say "" I only support Israel's football team, keep politics away from sports"" But i see a lot of kashmiris who say.... 

#indvsnzfinal 
#ChampionsTrophy2025",2025-03-10T04:28:17.000Z,never see palestinian say support israel football team keep politics away sport see lot kashmiri say,3
@WillWallace285, #ChampionsTrophy2025 #ChampionsTrophyFinal #kohli #zelena #helena #shailenzo #sstvi #zeudi #fosstotounel #timelesz #trump #LVBAG #jhope #Dior,2025-03-10T04:33:59.000Z,,-1
@Subhvichaar,"Moments to cheer
#indvsnzfinal #ChampionsTrophy2025 #ChampionsTrophy 
@imVkohli",2025-03-10T04:43:51.000Z,moment cheer,2
@StanwarSatish,"हर हर महादेव 
टीम इंडिया की शानदार जीत पर गर्व है।
टीम के साथ-साथ सभी देशवासियों को हार्दिक बधाई ‌
#ChampionsTrophy2025",2025-03-10T04:29:02.000Z,महदव इडय शनदर गरव सथसथ दशवसय हरदक बधई,0
@IndiaDaily_24X7,"टीम इंडिया की जीत पर सुनील गावस्कर का डांस देख आप भी थिरक उठेंगे...

#ChampionsTrophy2025 | #SunilGavaskar | #Dance #Viralreel #Sports #IndiaDaily",2025-03-10T04:28:45.000Z,इडय सनल गवसकर थरक उठग,2
@Prof_Cheems,"Moment When Sidhu Commentary Meet Reality 

A Thread 

#INDvsNZ #ChampionsTrophy2025",2025-03-10T04:30:45.000Z,moment sidhu commentary meet reality thread,4
@_myselfabhi,"Last nyt was crazy 
Lessgoooo Team India, what an incredible game to watch ..... RO-KO arent gonna retire 
#ChampionsTrophy2025",2025-03-10T04:33:07.000Z,last nyt crazy lessgoooo team india incredible game watch roko arent gon retire,1
@Urmila_95,"After winning the Champions Trophy, the Indian team was given such a grand welcome at the Dubai hotel that people were left stunned. 

INDIA WON   टीम इंडिया  
#PKMKBForever #indvsnzfinal #ChampionsTrophy2025 #RohitSharma #StupidMoment
Dhanashree",2025-03-10T04:35:04.000Z,winning champion trophy indian team given grand welcome dubai hotel people left stunned india इडय dhanashree,3
@DeepakG41017615,"Champion   
Well Done Team India 
#ChampionsTrophy2025
#ChampionsTrophy",2025-03-10T04:35:40.000Z,champion well done team india,1
@ghost__ridder,#ChampionsTrophy2025Winner #ChampionsTrophy2025,2025-03-10T04:31:59.000Z,,-1
@omprakash856711,"Congratulations team india 

#ChampionsTrophy
#indvsnzfinal #RohitSharma𓃵
#ChampionsTrophy2025",2025-03-10T04:29:31.000Z,congratulation team india,1
@nature_activist,"#LIVE | इंडिया की जीत का जश्न..क्यों मस्जिद के बाहर जंग?

टीम इंडिया 'चैंपियन'...किसे नापसंद...किसको जलन?

#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy2025 #ICCChampionsTrophy #TeamIndia #ViratKohli #RohitSharma",2025-03-10T04:32:17.000Z,इडय जशनकय मसजद बहर इडय चपयनकस नपसदकसक जलन,1
@mdfaheem45mi,"Congratulations #TeamIndia #ChampionsTrophy2025 #RohitSharma 
@ImRo45
 @imVkohli",2025-03-10T04:33:33.000Z,congratulation,1
@shawruok,Bc ya kub huha Kal hi to trophy jeetta  #ChampionsTrophy2025,2025-03-10T04:38:33.000Z,kub huha kal trophy jeetta,0
@RajTiwariBJYM,"दुःख की रात नींद नहीं आती, 
और सुख की रात कौन सोता है।

#ChampionsTrophy2025 #ChampionsTrophy #RohitSharma𓃵 #ViratKohli",2025-03-10T04:39:44.000Z,,-1
