Username,Tweet,Timestamp,Processed_Tweet,Dominant_Topic
@tv9kannada,"INDvsNZ Champions trophy 2025: ಟೀಂ ಇಂಡಿಯಾಗೆ ಮೈಸೂರಿನ ಪೊಲೀಸ್ ಬ್ಯಾಂಡ್, ಅಶ್ವರೋಹಿ ದಳ ವಿಶ್|#TV9D 

Video Link► https://youtu.be/wZFGo8l8fDQ

#TV9Kannada #INDvsNZ #RohitSharma #ViratKohli #cricket #championstrophy2025",2025-03-09T04:39:23.000Z,indvsnz champion trophy 2025 ಇಡಯಗ ಮಸರನ ಪಲಸ ಬಯಡ ಅಶವರಹ video link,4
@M4_VED,"औरंगजेबप्रेमी गैंग केसाथ ठीकवैसाही व्यवहार कियाजानाचाहिए जैसा औरंगजेब ने सिक्खों,बौद्धों,जैनियों_हिंदूसनातनियो केसाथ किया था।बात खतम। #InternationalWomensDay #PPKritMyPleasureConcert  #SUGA #8Marzo #IRLFRA #SanMarinoSongContest #ViratKohli #SanatanDharm #हरहरमहादेव #जयश्रीराम #RT",2025-03-09T05:42:56.000Z,औरगजबपरम कसथ ठकवसह वयवहर कयजनचहए औरगजब सकखबदधजनय_हदसनतनय कसथ थबत खतम ररम,3
@cricmawa,Roko Ko Aaj Nahi Rokna Chahiya  #IndiaVsNewZealand #ViratKohli #RohitSharma,2025-03-09T05:54:47.000Z,roko aaj nahi rokna chahiya,2
@businessupturn,"3 elite records Virat Kohli can break in the Champions Trophy final against New Zealand
#ViratKohli",2025-03-09T05:50:21.000Z,elite record virat kohli break champion trophy final new zealand,1
@DimpalR29479596,"1. 110
2. 27
3. 276
IndvsNz #CricketContest #GiveawayAlert #ChampionsTrophy2025final #ViratKohli #RohitSharma",2025-03-09T04:20:49.000Z,110 276 indvsnz,4
@CHANDRADEVRAM8,"आज तो "" गर्दा उड़ान मैच "" होने वाला है ।
#ICC #BCCI #JioHotstar और बाकी स्पॉन्सर्स की काफी कमाई होगी । और #TeamIndia ही जीतेगा । 

#INDVsNZ #ChampionsTrophy2025 #Finals #iccchampionstrophy2025 #ShubmanGill #RohitSharma #ViratKohli #ShreyasIyer",2025-03-09T04:12:02.000Z,गरद उडन सपनसरस कमई जतग,4
@BheruRlp,"𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 𝟗  

Virat Kohli (18), 1+8 = 9
Rohit Sharma (45), 4+5 = 9

#ViratKohli and #RohitSharma will be both playing their 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow. 

#INDvsNZ  #ChampionsTrophy #ChampionsTrophyFinal  #TeamIndia",2025-03-09T05:46:54.000Z,𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 virat kohli rohit sharma playing 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow,4
@7jaiswalshivam,"10(14)

#INDvsNZ #ViratKohli",2025-03-09T04:43:29.000Z,1014,0
@MITHILVIRU,"One more time, One Final Step
Do the needful my King  
#ViratKohli #ChampionsTrophy2025",2025-03-09T05:50:05.000Z,one time one final step needful king,3
@swamy_naidu5,"Who will win the Champions Trophy 2025 
#ChampionsTrophy2025 #INDvsNZ #ChampionsTrophyFinal #ViratKohli",2025-03-09T05:04:56.000Z,win champion trophy 2025,1
@877Laddu_GopaL,"दो घंटे के सफर में  तीन चार बार उल्टी करने वाले लड़के भी

जानू को पूरी दुनिया घूमने का वादा करते h

#Keep Smiling 
#ViratKohli #RohitSharma #ChampionsTrophyFinal #INDvsNZ #IWD2025 #indvsnzfinal #हरि_आये_हरियाणे_नू  #KareenaKapoorKhan #WomensDay2025 #WomensDay",2025-03-09T02:43:55.000Z,सफर उलट करन लडक दनय घमन करत smiling _आय_हरयण_न,1
@Cric8Vaani,"राशिद खान का दिल से समर्थन!  अफगानिस्तान की दुआएं भारत के साथ हैं!  
#RashidKhan #TeamIndia #ChampionsTrophy2025 #CricketBrotherhood #AfghanistanCricket
#teamindia
#INDvsNZ #final #RohitSharma #ViratKohli #RavindraJadeja",2025-03-09T03:02:59.000Z,रशद समरथन अफगनसतन दआए भरत,1
@republic_glitz,"In October 2024, Anushka Sharma took to her social media account to share a video of a friendly match with Virat Kohli, wherein she dictated her bizarre rules.

#anushkasharma #viratkohli #ChampionsTrophy2025 #iccchampionstrophy2025 #INDvsNZ",2025-03-09T04:20:35.000Z,october 2024 anushka sharma took social medium account share video friendly match virat kohli wherein dictated bizarre rule,2
@ShowTimeTweetz,"It all comes down to this 

Good luck #TeamIndia  bring the 

#INDvsNZ #ChampionsTrophyFinal #ChampionsTrophy2025 #RohitSharma #ViratKohli #KLRahul #ShreyasIyer #ShubmanGill",2025-03-09T05:54:35.000Z,come good luck bring,2
@oneindiaHindi,"IND vs NZ चैंपियंस ट्रॉफी फाइनल: आज फाइनल मुकाबले में कौन होगा सबसे बड़ा मैच विनर?

#ChampionsTrophy #ChampionsTrophy2025 #TeamIndia #CTWithOneindia #INDvsNZ #RohitSharma #ViratKohli",2025-03-09T05:44:17.000Z,ind चपयस टरफ फइनल फइनल मकबल सबस वनर,2
@Itzme_Aakash,"First thanks fo opportunity 
@Cricket_Core
  bro 

wish to win this time .

My support is to both our superstars 

Hitman Rohit & King Kohli 

Tag - 
@GhilliArun666
@MahimaJalan2
 @_MangoManoj_",2025-03-09T04:38:48.000Z,first thanks opportunity bro wish win time support superstar hitman rohit king kohli tag,3
@princesanu_56,"WHO WILL BE WINNER Of ICC CHAMPION TROPHY 2025...!!!

A. New Zealand 
B. India 

#INDvsNZ #iccchampionstrophy2025 #ViratKohli #RohitSharma",2025-03-09T05:50:31.000Z,winner icc champion trophy 2025 new zealand india,1
@Zee24Kalak,"Champions Trophy 2025 : ફાઈનલ પહેલા ભારતને મોટો ઝટકો...વિરાટ કોહલી ઈજાગ્રસ્ત, ન્યુઝીલેન્ડ સામે રમવા પર સસ્પેન્સ

#ViratKohli #ViratKohliinjured #ChampionsTrophy2025 #IndiavsNewZealand #ChampionsTrophyfinal",2025-03-09T04:43:10.000Z,champion trophy 2025 ફઈનલ પહલ ભરતન ઝટકવરટ કહલ ઈજગરસત નયઝલનડ રમવ સસપનસ,2
@DreampiratesMik,King Kohli #ChampionsTrophy2025 #INDvsNZ #ViratKohli #ViratKohli𓃵,2025-03-09T03:14:51.000Z,king kohli,4
@deepakbariha96,"@Cricket_Core
  "" King Kohli ""   

#Giveaway #Cricket #ViratKohli #RohitSharma #CricketTwitter #indvsnzfinal",2025-03-09T04:45:21.000Z,king kohli,4
@SayanBiswas__,"The Final day!! 
Both teams are favourites of all cricket fans. ... 

We are Indian, always we want to see my  becomes champion  but if today Williamson's gang win this trophy, we are not filling disappointed. 

#INDvsNZ #ViratKohli #India",2025-03-09T05:42:10.000Z,final day team favourite cricket fan indian always want see becomes champion today williamsons gang win trophy filling disappointed,3
@tv9kannada,"INDvsNZ Champions trophy 2025: ಟೀಂ ಇಂಡಿಯಾಗೆ ಮೈಸೂರಿನ ಪೊಲೀಸ್ ಬ್ಯಾಂಡ್, ಅಶ್ವರೋಹಿ ದಳ ವಿಶ್|#TV9D
Video Link► https://youtu.be/wZFGo8l8fDQ

#TV9Kannada #INDvsNZ #RohitSharma #ViratKohli #cricket #championstrophy2025",2025-03-09T04:39:44.000Z,indvsnz champion trophy 2025 ಇಡಯಗ ಮಸರನ ಪಲಸ ಬಯಡ ಅಶವರಹ video link,4
@vinay_king_27,"Gelustham kada Anna 
@imVkohli
#INDvsNZ #ViratKohli",2025-03-09T03:31:37.000Z,gelustham kada anna,0
@Abkasq1999,"1(5)

#INDvsNZ #ViratKohli",2025-03-09T06:04:32.000Z,,-1
@nikhilgurnani,"𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 𝟗  

Virat Kohli (18), 1+8 = 9
Rohit Sharma (45), 4+5 = 9

#ViratKohli and #RohitSharma will be both playing their 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow. 

#INDvsNZ | #ChampionsTrophy
#INDvsNZ",2025-03-09T03:46:11.000Z,𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 virat kohli rohit sharma playing 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow,4
@ReadStudyShare,#WomensDay #BestStudyTips #INDvsNZ #ViratKohli #RohitSharma #readstudyshare,2025-03-09T04:08:30.000Z,,-1
@RaviVer39609808,"Come on Team India 
#ViratKohli #INDvsNZ #ChampionsTrophy2025 #RohitSharma",2025-03-09T05:04:07.000Z,come team india,2
@SRKzSAM,Cricket of the decade The GOAT #ViratKohli,2025-03-09T04:38:43.000Z,cricket decade goat,4
@iam_ayushdash,"2/  Why India Should Win:
 The most balanced squad in the world 
 Explosive batting lineup 
 World-class bowling attack 
 #ViratKohli & #RohitSharma𓃵 at their peak! 
#ChampionsTrophy2025 #INDvsAUS",2025-03-09T03:24:41.000Z,india win balanced squad world explosive batting lineup worldclass bowling attack peak,2
@imshyamlucky,"#ViratKohli  78 in (62) balls

#INDvsNZ #indvsnzfinal",2025-03-09T06:02:59.000Z,ball,4
@RandomShit_888,"Virat Kohli will be playing his 550th International Match for India in CT Final

- GREATEST OF ALL TIME…!!! - KING  

#ChampionsTrophy2025 #ChampionsTrophyFinal #ChampionsTrophy #INDvsNZ #indvsnzfinal #INDvNZ #NZvsIND #ViratKohli𓃵 #ViratKohli #RohitSharma𓃵 #RohitSharma",2025-03-09T04:36:57.000Z,virat kohli playing 550th international match india final greatest time king,2
मै भी पेंशन विहीन @OPS_LOVER,"#ChampionsTrophy2025 
#IndianCricketTeam 
#starsportstelugu 
#RohitSharma 
#ViratKohli  Nazar na lage guru
@cricketaakash
 
@cricbuzz
 
@JioHotstar
 
@virendersehwag
 
@sherryontopp
 
Go for final 
Best wishes for final ",2025-03-09T03:29:38.000Z,nazar lage guru final best wish final,3
@IndiaToday,"Singer Shawn Mendes impressed fans with his debut India performance on March 8 at the Lollapalooza Mumbai show. During the concert, the singer delighted fans by wearing Virat Kohli's Team India jersey.

Read: https://indiatoday.in/entertainment/music/story/shawn-mendes-honours-virat-kohli-wears-team-india-jersey-mumbai-show-lollapalooza-2025-2691066-2025-03-09…

#shawnmendes #ViratKohli #IndvsNZ #showmo",2025-03-09T04:21:09.000Z,singer shawn mendes impressed fan debut india performance march lollapalooza mumbai show concert singer delighted fan wearing virat kohlis team india jersey read,2
@adxtya_jha,"""you know exactly what you need to do. And if your motivation is to win, you will find a way.""
So what's the excuse guys? ‍Life is short why not give your all.
Good morning 
#ViratKohli",2025-03-09T03:31:07.000Z,know exactly need motivation win find way whats excuse guy life short give good morning,0
@lakshJain77,"One More Trophy Loading....
#ChampionsTrophyFinal #ViratKohli  #MohammedShami #INDvNZ #RohitSharma",2025-03-09T03:30:00.000Z,one trophy loading,0
@radionews_jammu,"#ChampionsTrophy2025final 
India to take on New Zealand in final of ICC Champions Trophy in Dubai today.   #Cricket #ChampionsTrophy2025
@airnewsalerts
 @BCCI
 @ICC
 @imVkohli
 @ImRo45
 #HardikPandya 
@MdShami11
 #AxarPatel #RohitSharma 
#ViratKohli #INDvsNZ #NZvIND",2025-03-09T06:04:27.000Z,india take new zealand final icc champion trophy dubai today,1
@IExpressSports,"#INDvsNZ #ChampionsTrophy2025 

Why #GautamGambhir, #RohitSharma, #ViratKohli had a intense meeting on field before the Champions Trophy final

By 
@venkatatweets",2025-03-09T02:52:52.000Z,intense meeting field champion trophy final,1
@UniverseChild8,"Hitman Rohit 

#Giveaway #Cricket #ViratKohli #RohitSharma #CricketTwitter #indvsnzfinal 

Join 
@ash_gupta16
 
@Gayathrimohan_
 
@vibingharsh__",2025-03-09T05:31:18.000Z,hitman rohit join,4
@rjanardhan,"58 runs 

#viratkohli #Virat #BCCI #JaspritBumrah #IPL2025  #MohammedShami #2027WC #ChampionsTrophyFinal #RohitSharma
@Always4kohli
Join 
@Godisgreat001
@s4success2win",2025-03-09T06:03:51.000Z,run join,4
@Rohitmaurya1212,"*जिस प्रकार सीमा भाभी ने पाकिस्तान से नेपाल  होते हुए  भारत आईं थीं* 

 *ठीक उसी प्रकार चैम्पियन ट्रॉफी` पाकिस्तान से दुबई होते हुए भारत आएगा*_ #INDvsNZ #ViratKohli #09March #MatchDay",2025-03-09T03:31:03.000Z,परकर पकसतन नपल भरत परकर चमपयन टरफ पकसतन दबई भरत आएग_,4
@YashasviVashis1,A creative concept by Yashasvi Vashishtha Authority. Experience. Control. India knows how to handle finals.#INDvsNZ #RohitSharma #ViratKohli #ChampionsTrophyFinal #teamindia #indvsnzfinal #ChampionsTrophy #ChampionsTrophy2025 #IndianCricketTeam #santner #Shami,2025-03-09T05:17:23.000Z,creative concept yashasvi vashishtha authority experience control india know handle final,0
@lm_deals," Leader Sportz Cycle Pump 349

https://amzn-to.co/XK1e1b

#ViratKohli #ChampionsTrophyFinal #Chhaava #MaheshBabu",2025-03-09T05:49:32.000Z,leader sportz cycle pump 349,0
@myKhelHindi,"चैंपियंस ट्रॉफी 2025: भारत और न्यूजीलैंड के बीच फाइनल मुकाबला आज. कौन बनेगा चैंपियन?

#ChampionsTrophy #ChampionsTrophy2025 #TeamIndia #CTWithOneindia #INDvsNZ #RohitSharma #MohammedShami #ViratKohli",2025-03-09T03:28:11.000Z,चपयस टरफ 2025 भरत नयजलड फइनल मकबल बनग चपयन,1
@cricpredicta,"Axar Patel vs New Zealand in ODIs
Matches: 8
Runs: 121
Wickets: 6
Batting Average: 30.25
Bowling Average: 52.00

#IndianSportsFans #CricketPredicta #ChampionsTrophy2025 #ChampionsTrophy #RohitSharma #ViratKohli #INDvsNZ #KLRahul #ShubmanGill #RishabhPant",2025-03-09T05:21:45.000Z,axar patel new zealand odis match run 121 wicket batting average 3025 bowling average 5200,1
@kamaalrkhan,"Today #ViratKohli and #RohitSharma will make less than 20 runs. But still India is having 51% chances to win and and New Zealand is having 49%!
#ICCChampionsTrophy #indvsnzfinal #INDvsNZ",2025-03-09T04:36:03.000Z,today make less run still india chance win new zealand,4
@VivritAnshumaan,"Do you ever win a high octane game EMOTIONALLY?

#INDvsNZ 
#iccchampionstrophy2025 
#Final
#DSCCStadium
#Dubai
#Cricket
#ICC
#BCCI",2025-03-09T03:49:15.000Z,ever win high octane game emotionally,3
@Monish09cric,"MUMBAI INDIANS IN WPL:

- Won WPL Trophy in 2023.
- Qualified for playoffs in 2024.
- Qualified for playoffs in 2025.

- CAPTAIN HARMANPREET KAUR & CO..!!!! 

#RohitSharma #ShubmanGill  #ShreyasIyer #ViratKohli #IPL #KLRahul  #INDvsNZ #ChampionsTrophy2025",2025-03-09T03:46:26.000Z,mumbai indian wpl wpl trophy 2023 qualified playoff 2024 qualified playoff 2025 captain harmanpreet kaur,2
@Butcher_Goat,"Today my support belongs to both of the players 

“King Kohli” 
“Hitman Rohit”

India will win  

#Giveaway #Cricket #ViratKohli #RohitSharma #CricketTwitter #indvsnzfinal",2025-03-09T04:53:46.000Z,today support belongs player king kohli hitman rohit india win,4
@Meena_1964,"I will support both the player's 
All the Best “King Kohli” &  “Hitman Rohit” 

#Giveaway #Cricket #ViratKohli #RohitSharma #CricketTwitter #indvsnzfinal",2025-03-09T04:50:13.000Z,support player best king kohli hitman rohit,4
@cpc24x7,"   | Like Share Repost
#INDvNZ | #ChampionsTrophy2025
#RohitSharma | #ViratKohli | #INDvsNZ",2025-03-09T04:26:19.000Z,like share repost,1
@the_warrior18_,"Guess virat score
#RohitSharma #IndianCricketTeam #INDvsNZ #ChampionsTrophyFinal #RohitSharma𓃵 #viratkohli #ViratKohli𓃵 #India #SeethammaVakitloSirimalleChettu",2025-03-09T05:54:46.000Z,guess virat score,2
@cpc24x7," Men look so ""Cringe"" while crying!! 

First watch this then say  
Like   Share  Repost  Bookmark 
#INDvAUS | #RohitSharma | #ChampionsTrophy | #ViratKohli",2025-03-09T04:00:01.000Z,men look cringe cry first watch say like share repost bookmark,1
@film_giri,"Guys, This is something scary!  

New Zealand has won only 2 ICC trophies, and both were against India.
#ViratKohli #INDvsNZ #ChampionsTrophyFinal #ChampionsTrophy2025",2025-03-09T04:01:05.000Z,guy something scary new zealand icc trophy india,1
@InsideSportIND,"Ambati Rayudu clarified that Virat Kohli brought him back into the Indian team when he was captain.

#AmbatiRayudu #ViratKohli #ChampionsTrophy #CricketTwitter",2025-03-09T05:16:18.000Z,ambati rayudu clarified virat kohli brought back indian team captain,2
@Dinesh2Dinkar,"जो भी दोस्त क्रिकेट का ऐसा फैन है...

 इस पोस्ट को रिपोस्ट, कमेंट, बुकमार्क कीजिए और प्रमोशन लिस्ट में अपना नाम शामिल करवाइए दोस्तों   

#zelena #ChampionsTrophy2025 #ViratKohli",2025-03-09T05:38:30.000Z,दसत करकट पसट रपसट कमट बकमरक कजए परमशन लसट अपन शमल करवइए दसत,0
@hey_concrete,"India vs New Zealand Champions Trophy Final  Checkout what our team has to say about it!! 

#ChampionsTrophy2025 #CT25 #ChampionsTrophy #ChampionsTrophyFinal #INDvsNZ #ViratKohli #IndianCricketTeam #ViratKohli𓃵 #RohitSharma #iccchampionstrophy2025 #Cricket #heyconcrete",2025-03-09T05:42:12.000Z,india new zealand champion trophy final checkout team say,1
@myKhelTelugu,"విరాట్ కోహ్లీకి గాయం.!

#ViratKohli #Kohli #INDvsNZ #INDvNZ #NZvsIND #ChampionsTrophy2025 #ChampionsTrophy #Dubai #ChampionsTrophyFinal #CTwithMykhel #MKTelugu",2025-03-09T03:22:21.000Z,వరట కహలక,2
@Goutamm__0,"If #ViratKohli Scores a century against New Zealand I'll pay 1000 rupees to whoever likes and retweets this. 
#indvsnzfinal #ChampionsTrophyFinal",2025-03-09T05:45:46.000Z,score century new zealand ill pay 1000 rupee whoever like retweets,1
@Priykantnews,"શ્રીકાંતથી લઈને કોહલી સુધી, ભારતના એવા બેટર જેમણે ICC ફાઇનલમાં કર્યું છે શ્રેષ્ઠ પ્રદર્શન

#ICCChampionsTrophy2025 #ICCFinalStarscorer #Srikkanth #ViratKohli #MahendraSinghDhoni #ICCFinal #INDVSNZ",2025-03-09T03:42:51.000Z,શરકતથ લઈન કહલ ભરતન બટર જમણ icc ફઇનલમ કરય શરષઠ પરદરશન,2
@VK18foreverrr,"Damn he mimicked so well of Rohit Virat kl and Jadeja 

BOI got some talent!! 

#ChampionsTrophy2025 #indvsnzfinal #INDvsNZ #RohitSharma #ViratKohli",2025-03-09T03:20:58.000Z,damn mimicked well rohit virat jadeja boi got talent,0
@Siena2324,"India  Favourite ( Dulha & Dulhan Ready )

Promotion Time

Drop your username and Retweet must.

No Virat Kohli fan should have less than 10K Followers 

 #ViratKohli #INDvsNZ #ChampionsTrophy",2025-03-09T04:12:52.000Z,india favourite dulha dulhan ready promotion time drop username retweet must virat kohli fan less 10k follower,4
@tv9gujarati,"Breaking News : વિરાટ કોહલી થયો ઈજાગ્રસ્ત, ચેમ્પિયન્સ ટ્રોફી ફાઈનલ પહેલા ટીમ ઈન્ડિયાનું વધ્યું ટેન્શન 

#ChampionsTrophy2025 #INDvsNZ #TeamIndia #ViratKohli #Injury",2025-03-09T02:37:33.000Z,breaking news વરટ કહલ ઈજગરસત ચમપયનસ ટરફ ફઈનલ પહલ ઈનડયન વધય ટનશન,2
@yes_em123,"King Kohli

#Giveaway #Cricket #ViratKohli #RohitSharma #CricketTwitter #indvsnzfinal 
@Cricket_Core
 

@ITSvishal100
 @VKisGODofCric8
 @vkkings3047",2025-03-09T04:29:45.000Z,king kohli,4
@thavai_yaah,"Sir India is winning one sided against NZ #INDvsNZ . Deal is done between 
@JayShah
 and #RohitSharma . #Rohit ko khairat ki trophy Milne wali hai bina kuch kiye. #Viratkohli and Shreyas phir isko match jeetwa ke denge. Credit ye Rohit leke jayega.",2025-03-09T05:12:28.000Z,sir india winning one sided deal done khairat trophy milne wali hai bina kuch kiye shreyas phir isko match jeetwa denge credit rohit leke jayega,0
@143_pushpendra,"104

#INDvsNZ #ViratKohli #ChampionsTrophy",2025-03-09T05:04:55.000Z,104,4
@JD__REKA_,"Thalapathy... 
@actorvijay
 

எத்தனை பிரியம் உன் மீது
என்பதை விவரிக்க முடியாத
அளவுடையது என் அன்பு... 
@TVKVijayHQ
 

#JanaNayagan #ViratKohli",2025-03-09T03:56:21.000Z,thalapathy எததன பரயம எனபத வவரகக மடயத அளவடயத அனப,0
@ReusArzoine0x,"Kohli ki 32 runs- 30 balls.

#INDvsNZ #ChampionsTrophyFinal #INDvsNZ #ViratKohli 
@FantasyTipToWin
 

Tagging 
@deepatechlover
 @ImChandana01
 @pavansmehta
 @mysterioussu
 @sanket17",2025-03-09T04:39:25.000Z,kohli run ball tagging,4
@Harajhandaa,"Today will be 
“Khada hu aah bhi wahi 3.0”  
 or 
“Lehra Do 2.0”..

#INDvsNZ #ChampionsTrophyFinal #ChampionsTrophy2025 #RohitSharma #ViratKohli",2025-03-09T04:21:58.000Z,today khada aah bhi wahi lehra,4
@DDTamilNews,"சாம்பியன்ஸ் ட்ராபி கிரிக்கெட் இறுதிப்போட்டி: இந்திய அணிக்கு வாழ்த்து தெரிவித்து, ஒடிசாவின் பூரி கடற்கரையில் மணற்சிற்பம் வடிவமைத்துள்ள சுதர்சன் பட்நாயக்
@sudarsansand
 | #ChampionsTrophy2025 | #ChampionsTrophyFinal | #TeamIndia | #INDvsNZ | #India | #RohitSharma | #ViratKohli",2025-03-09T06:01:00.000Z,சமபயனஸ டரப கரககட இறதபபடட இநதய அணகக வழதத தரவதத ஒடசவன கடறகரயல மணறசறபம வடவமததளள சதரசன படநயக,3
@FanOfRutu,"34(41)
#INDvsNZ #ViratKohli",2025-03-09T04:44:10.000Z,3441,2
@SK5413092165901,#viratkohli 104/123,2025-03-09T04:59:57.000Z,104123,4
@snklzoned,#HappyBirthdaySUGA #InternationalWomensDay #HappySUGADay #PPKritMyPleasureConcert #riyadh #precure #SUGA #仮面ライダーガヴ #WomensDay #8Marzo $zelena #ElonMusk #ViratKohli #zeudiners #NBAAllStar #LingOrm #BBMzansi #sstvi,2025-03-09T05:12:10.000Z,zelena,3
@ManchChetna,"विराट कोहली को लगी चोट, फाइनल से पहले टीम इंडिया को मिली टेंशन 
#viratkohli #iccchampionstrophy2025 #injured #dubai",2025-03-09T02:43:11.000Z,वरट कहल फइनल पहल इडय टशन,2
@RAKSHITHBM8," 4 RCB UNBOX EVENT TICKETS AVAILABLE 

   M4 STAND
   4 TICKETS ARE AVAILABLE 
   DM ME ASAP
""ONE OF THE BEST STAND TO WATCH""
#RCB #RCBUNBOXEVENT2025 #Bengaluru #ViratKohli #IPL2025",2025-03-09T04:21:20.000Z,rcb unbox event ticket available stand ticket available asap one best stand watch,4
@shindesarkar,"विराट कोहली और रोहित शर्मा—भारतीय क्रिकेट के दो महारथी, फिर से इतिहास रचने को तैयार! 
एक की बल्लेबाजी में आक्रामकता, तो दूसरे की कप्तानी में चतुराई! जब ये दो शेर दहाड़ते हैं, तो जीत खुद चलकर आती है! #ViratKohli #RohitSharma𓃵  #CricketLegends #INDvsNZ #ChampionsTrophy2025",2025-03-09T05:35:05.000Z,वरट कहल रहत शरमभरतय करकट महरथ इतहस रचन तयर बललबज आकरमकत दसर कपतन चतरई दहडत चलकर,0
@Take1Tamil,"Finals-ல Virat Performance எப்படி இருக்கும் - Sreedharan 

#ViratKohli #India #teamindia #indvsnzfinal #ChampionsTrophy2025 #ChampionsTrophyFinal #take1",2025-03-09T03:31:00.000Z,finalsல virat performance எபபட இரககம sreedharan,3
@Chinnarayudu98,"64 Runs 
#INDvsNZ #ViratKohli #ChampionsTrophy",2025-03-09T06:10:18.000Z,run,4
@SanjivR10460108,#KingKohli #ViratKohli #ChampionsTrophyFinal,2025-03-09T05:47:35.000Z,,-1
@cpc24x7,"The OG Board of Directors meeting before the Champions Trophy Final  

The Trio will aim to become the Champions after  years!! 

   | Like Share Repost
#INDvNZ | #ChampionsTrophy2025
#RohitSharma | #ViratKohli | #INDvsNZ",2025-03-09T05:03:59.000Z,board director meeting champion trophy final trio aim become champion year like share repost,1
@Aakash_Ro45,"I'm Rohit fan but today I support both of our players  

“King Kohli” 
“Hitman Rohit”

India will win  

#Giveaway #Cricket #ViratKohli #RohitSharma #CricketTwitter #indvsnzfinal",2025-03-09T04:45:36.000Z,rohit fan today support player king kohli hitman rohit india win,4
@cpc24x7,"Har Har Mahadev 

Fans performed special aarti for India before the Champions Trophy Final  

   | Like Share Repost
#INDvNZ | #ChampionsTrophy2025
#RohitSharma | #ViratKohli | #INDvsNZ",2025-03-09T04:13:18.000Z,har har mahadev fan performed special aarti india champion trophy final like share repost,1
@TRAVIS_BlueLove,,2025-03-09T03:16:54.000Z,,-1
@TheVagabond7,"Rok sako to RoKo 

New Zealand 

#INDvsNZ #ViratKohli #RohitSharma #ChampionsTrophyFinal",2025-03-09T05:58:04.000Z,rok sako roko new zealand,2
@thefanhub_net,"𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 𝟗  

Virat Kohli (18), 1+8 = 9
Rohit Sharma (45), 4+5 = 9

#ViratKohli and #RohitSharma will be both playing their 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow. 

#INDvsNZ #ChampionsTrophy #viratkohli #rohitsharma",2025-03-09T05:34:56.000Z,𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 virat kohli rohit sharma playing 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow,4
@thiyaga664,"All eyes on Virat Kohli: Why this Champions Trophy final is important for ODI’s king...
#ChampionsTrophy2025
#ChampionsTrophy 
#ViratKohli𓃵 
#ViratKohli 
#icchampionstrophy2025",2025-03-09T03:25:49.000Z,eye virat kohli champion trophy final important odis king,3
@revvicky1901,"𝙑𝙞𝙧𝙖𝙩 𝙆𝙤𝙝𝙡𝙞 𝙬𝙞𝙡𝙡 𝙗𝙚 𝙥𝙡𝙖𝙮𝙞𝙣𝙜 𝙝𝙞𝙨 550𝙩𝙝 𝙄𝙣𝙩𝙚𝙧𝙣𝙖𝙩𝙞𝙤𝙣𝙖𝙡 𝙢𝙖𝙩𝙘𝙝 𝙛𝙤𝙧 𝙄𝙣𝙙𝙞𝙖 𝙙𝙪𝙧𝙞𝙣𝙜 𝙩𝙝𝙚 𝘾𝙝𝙖𝙢𝙥𝙞𝙤𝙣𝙨 𝙏𝙧𝙤𝙥𝙝𝙮 𝙛𝙞𝙣𝙖𝙡.

#ViratKohli #INDvsNZ #ChampionsTrophy",2025-03-09T05:30:53.000Z,𝙑𝙞𝙧𝙖𝙩 𝙆𝙤𝙝𝙡𝙞 𝙬𝙞𝙡𝙡 𝙥𝙡𝙖𝙮𝙞𝙣𝙜 𝙝𝙞𝙨 550𝙩𝙝 𝙄𝙣𝙩𝙚𝙧𝙣𝙖𝙩𝙞𝙤𝙣𝙖𝙡 𝙢𝙖𝙩𝙘𝙝 𝙛𝙤𝙧 𝙄𝙣𝙙𝙞𝙖 𝙙𝙪𝙧𝙞𝙣𝙜 𝙩𝙝𝙚 𝘾𝙝𝙖𝙢𝙥𝙞𝙤𝙣𝙨 𝙏𝙧𝙤𝙥𝙝𝙮 𝙛𝙞𝙣𝙖𝙡,0
